,"대여소
번호",보관소(대여소)명,소재지(위치),도로명주소,위도,경도,"설치
시기",설치형태,설치형태2,"운영
방식"
4,301.0, 경복궁역 7번출구 앞,종로구,서울특별시 종로구 사직로 지하130 경복궁역 7번출구 앞,37.57579422,126.9714508,2015-10-07,20,20,QR
5,302.0, 경복궁역 4번출구 뒤,종로구,서울특별시 종로구 사직로 지하130 경복궁역 4번출구 뒤,37.57594681,126.9740601,2015-10-07,12,12,QR
6,303.0, 광화문역 1번출구 앞,종로구,서울특별시 종로구 세종대로 지하189 세종로공원,37.57176971,126.9746628,2015-10-07,8,8,QR
7,305.0, 종로구청 옆,종로구,서울특별시 종로구 세종로 84-1,37.57255936,126.9783325,2015-01-07,16,16,QR
8,307.0, 서울역사박물관 앞,종로구,서울특별시 종로구 새문안로 55 서울역사박물관 앞,37.56999969,126.9710999,2015-10-07,11,11,QR
9,308.0, 광화문 S타워 앞,종로구,서울특별시 종로구 새문안로 82 광화문S타워 앞,37.56996918,126.973938,2015-10-07,20,31,QR
10,309.0, 광화문역 6번출구 옆 B,종로구,서울특별시 종로구 새문안로 102-2 가로판매대,37.56996155,126.9761581,2015-10-07,13,13,QR
11,314.0, 국립현대미술관,종로구,서울특별시 종로구 삼청로 30 국립현대미술관 서울관,37.5797081,126.9808579,2015-10-07,10,10,QR
12,316.0, 종각역 1번출구 앞,종로구,서울특별시 종로구 종로 47 종각역 1번출구 앞,37.57039642,126.9817886,2015-10-07,8,8,QR
13,326.0, 안국역 5번출구 앞,종로구,서울특별시 종로구 율곡로 지하62 안국역 5번출구 앞,37.57624054,126.9861603,2015-10-07,18,15,QR
14,327.0, 낙원상가 옆,종로구,서울특별시 종로구 삼일대로 428 낙원상가 옆,37.57335663,126.9874649,2015-10-07,10,10,QR
15,328.0, 탑골공원 앞,종로구,서울특별시 종로구 종로 99 탑골공원 앞,37.57039642,126.9881897,2015-10-07,11,11,QR
16,329.0, 청계2가 사거리 옆,종로구,서울특별시 종로구 청계천로 93 파고다타워,37.56848526,126.9878845,2015-10-07,8,8,QR
17,334.0, 종로3가역 2번출구 뒤,종로구,서울특별시 종로구 종로 지하129 종로3가역 2번출구 뒤,37.5705986,126.9917908,2015-10-07,10,10,QR
18,335.0, 종로3가역 15번출구 앞,종로구,서울특별시 종로구 종로 지하129 15번출구 앞,37.57019424,126.9916534,2015-10-07,10,10,QR
19,337.0, 창경궁 입구,종로구,서울특별시 종로구 창경궁로 185 창경궁 입구,37.57897949,126.9964752,2015-10-07,5,5,QR
20,338.0,세운스퀘어 앞,종로구,서울특별시 종로구 창경궁로 109 세운스퀘어 앞,37.57095718,126.9971237,2015-10-07,18,18,QR
21,339.0, 종로4가 사거리,종로구,서울특별시 종로구 종로 185 종로4가 사거리,37.57106781,126.9981918,2015-10-07,10,10,QR
22,340.0, 혜화동 로터리,종로구,서울특별시 종로구 창경궁로 271-1 혜화동 로터리,37.58562851,127.000679,2015-10-07,8,8,QR
23,341.0, 혜화역 3번출구 뒤,종로구,서울특별시 종로구 대학로 지하120 혜화역 3번출구 뒤,37.58156967,127.0017853,2015-10-07,10,8,QR
24,342.0, 대학로 마로니에공원,종로구,서울특별시 종로구 대학로 104 대학로 마로니에공원,37.57978439,127.002533,2015-10-07,15,22,QR
25,343.0, 예일빌딩(율곡로) 앞,종로구,서울특별시 종로구 충신동 60,37.57561111,127.0046997,2015-10-07,12,6,QR
26,344.0, 성균관대 E하우스 앞,종로구,서울특별시 종로구 율곡로 259 성균관대 E하우스 앞,37.57419968,127.0065918,2015-10-07,10,10,QR
27,345.0, 서울보증보험본사 앞,종로구,서울특별시 종로구 김상옥로 29 서울보증보험본사 앞,37.57330704,127.0007095,2015-10-07,,18,QR
28,348.0, 독립문역 사거리,종로구,서울특별시 종로구 교북동 10-1 독립문역 사거리,37.57202911,126.9607849,2016-06-01,14,,LCD
29,349.0, 사직동주민센터,종로구,서울특별시 종로구 사직로9길 5 사직동주민센터,37.57633209,126.9685898,2016-06-01,5,,LCD
30,351.0, 청운초교 앞 삼거리,종로구,서울특별시 종로구 청운동 108-22 청운초교 앞 삼거리,37.58507919,126.9706192,2016-06-01,5,,LCD
31,352.0, 중앙고입구 삼거리,종로구,서울특별시 종로구 창덕궁길 191 중앙고입구 삼거리,37.58341599,126.9852371,2016-06-01,10,,LCD
32,353.0, 재동초교 앞 삼거리,종로구,서울특별시 종로구 재동 19 재동초교 앞 삼거리,37.57938766,126.9849472,2016-06-01,8,,LCD
33,354.0, 포르투갈 대사관 앞,종로구,서울특별시 종로구 창덕궁1길 3 포르투갈 대사관 앞,37.57915497,126.9889603,2016-06-01,10,,LCD
34,355.0, 서울사대부속초교 앞,종로구,서울특별시 종로구 연건동 178-3 서울사대부속초교 앞,37.57650757,127.0024567,2016-06-01,15,15,QR
35,356.0, KT혜화지사 앞,종로구,서울특별시 종로구 대학로 65 KT혜화지사 앞,37.57714462,127.0020599,2016-06-01,15,15,QR
36,358.0, 성대입구 사거리,종로구,서울특별시 종로구 창경궁로 234 성대입구 사거리,37.58250046,126.9985352,2016-06-01,13,,LCD
37,359.0, 원남동사거리,종로구,서울특별시 종로구 율곡로 169 원남동사거리,37.57606125,126.9976807,2016-06-01,8,,LCD
38,361.0, 동묘앞역 1번출구 뒤,종로구,서울특별시 종로구 숭인동 81-39 동묘앞역 1번출구 뒤,37.57324219,127.0159073,2016-06-01,10,,LCD
39,362.0, 청계8가 사거리 A,종로구,서울특별시 종로구 청계천로 407 청계8가 사거리,37.57219696,127.0230408,2016-06-01,10,,LCD
40,363.0, 신설동역 11번출구 뒤,종로구,서울특별시 종로구 종로 411-3 가로판매,37.57559204,127.02285,2016-06-01,13,,LCD
41,364.0, 창신역 1번출구 앞,종로구,서울특별시 종로구 지봉로 87 창신역 1번출구 앞,37.57933426,127.0150833,2016-06-01,8,8,QR
42,367.0, 독립문역 3-1번출구,종로구,서울특별시 종로구 무악동 41-7 독립문역 3번출구 뒤,37.57384872,126.9586945,2016-06-01,8,13,QR
43,368.0, SK 서린빌딩 앞,종로구,서울특별시 종로구 서린동 93-2 SK 서린빌딩 앞,37.5692482,126.9805374,2016-06-01,15,,LCD
44,369.0, 광화문 시민열린마당,종로구,서울특별시 종로구 세종로 76-5 광화문 시민열린마당,37.57549286,126.9785004,2016-06-01,12,12,QR
45,385.0, 종각역 5번출구,종로구,서울특별시 종로구 서린동 26-1 종각역 5번출구,37.56983566,126.9826584,2016-07-06,10,,LCD
46,388.0, 동성중학교 앞,종로구,서울특별시 종로구 혜화동 56 동성중학교 앞,37.58573532,127.0016098,2016-09-02,10,,LCD
47,393.0, 동대문역 8번 출구,종로구,서울특별시 종로구 율곡로 지하 308 동대문역 8번출구,37.57014084,127.0093765,2018-01-26,12,,LCD
48,394.0, 경희궁 자이 3단지,종로구,서울특별시 종로구 경교장길 35 경희궁자이 3단지,37.56748962,126.9659195,2018-01-26,,15,QR
49,395.0, 경희궁 자이 2단지,종로구,서울특별시 종로구 송월길 99 경희궁 자이 3단지,37.56885529,126.9645615,2018-01-26,8,,LCD
50,397.0, 종묘공영주차장 건너편,종로구,서울특별시 종로구 종로 지하 200 종묘공영주차장 건너편,37.57048035,126.9966354,2018-04-30,13,,LCD
51,446.0, 상명대입구,종로구,서울특별시 종로구 홍지문길 1 상명대 입구,37.60012817,126.9578323,2017-08-01,13,,LCD
52,447.0, 신영동삼거리,종로구,서울특별시 종로구 진흥로 499 신영동 삼거리,37.60399246,126.9619446,2017-08-01,,6,QR
53,449.0, 일성아파트,종로구,서울특별시 종로구 평창문화로 119 일성아파트,37.60871887,126.9728622,2017-08-01,10,,LCD
54,450.0, 효자동 삼거리,종로구,서울특별시 종로구 효자로13길 45 종로구 궁정동 98-2,37.58360291,126.9725494,2017-09-07,,51,QR
55,451.0, 청와대앞길,종로구,서울특별시 종로구 청와대로 73 종로구 세종로 1-54,37.58351517,126.9796677,2017-09-07,8,,LCD
56,452.0, 동대문 종합시장 버스정류장,종로구,서울특별시 종로구 종로 239 동대문 종합시장 버스정류장,37.57123947,127.0044098,2018-10-23,,13,QR
57,453.0, 종로오가 지하쇼핑센터 14번출구,종로구,서울특별시 종로구 종로 지하 200 종로5가 지하쇼핑센터 14번출구,37.57114029,127.0006714,2018-08-31,10,,LCD
58,454.0, 종로2가 버스정류장 (종각방향),종로구,서울특별시 종로구 종로 79-1 종로2가 버스정류장 (종각방향),37.57035828,126.9863815,2018-08-31,13,13,QR
59,455.0, 종로6가역 버스정류장(동대문 방향),종로구,서울특별시 종로구 종로 254-1 삼익한의원,37.570961,127.0060577,2018-08-30,8,,LCD
60,456.0, 숭인2동 주민센터 입구,종로구,서울특별시 종로구 종로 383-1 숭인2동 주민센터 입구 (이강3대냉면),37.57447052,127.0198288,2018-08-30,10,,LCD
61,457.0, 종로꽃시장 입구 옆,종로구,서울특별시 종로구 율곡로 지하 308 종로?시장 입구 옆,37.57131958,127.0072098,2018-08-30,10,,LCD
62,458.0, 광화문역 5번출구,종로구,서울특별시 종로구 세종대로 152 일민미술관,37.56989288,126.9775696,2018-08-31,21,,LCD
63,461.0, 서울지방경찰청,종로구,서울특별시 종로구 사직로8길 31 서울지방경찰청,37.57436371,126.9723663,2018-10-29,10,,LCD
64,462.0, 신영동삼거리(북악터널방향),종로구,서울특별시 종로구 평창문화로 6-4 신영동삼거리(북악터널방향),37.60351181,126.9620667,2019-06-20,10,,LCD
65,464.0, 삼청동 골목,종로구,서울특별시 종로구 팔판길 46 삼청동 골목,37.58419037,126.9816971,2019-08-16,,10,QR
66,465.0, 삼청공원 앞,종로구,서울특별시 종로구 삼청동 25-32,37.58760452,126.9835968,2019-11-20,5,,LCD
67,486.0, 평창동주민센터 앞,종로구,서울특별시 종로구 평창문화로 65 평창동 주민센터,37.60627365,126.9683228,2019-07-01,5,,LCD
68,3401.0,창신두산아파트,종로구,서울특별시 종로구 지봉로5길 7 두산아파트,37.57376099,127.0139389,2020-06-11,,10 ,QR
69,3402.0,이화공영주차장,종로구,서울특별시 종로구 이화동 13-2,37.57660675,127.0055695,2020-04-19,,10,QR
70,3404.0,서울특별시 중부교육지원청,종로구,서울특별시 종로구 대학로 8 수도빌딩,37.57185364,127.0023575,2020-02-03,,10,QR
71,3405.0,파크팰리스,종로구,서울특별시 종로구 사직로8길 20 경희궁 파크팰리스,37.57455063,126.9705505,2020-02-11,,12,QR
72,3407.0,안국동사거리(신),종로구,서울특별시 종로구 안국동 175-92,37.57580566,126.9833908,2020-02-10,,18,QR
73,3408.0,종로타워빌딩,종로구,서울특별시 종로구 공평동 70-4,37.57070541,126.9832382,2020-02-10,,13,QR
74,3410.0,종로3가역 8번출구,종로구,서울특별시 종로구 돈화문로10길 2,37.5724678,126.99189,2020-02-11,,10,QR
75,3411.0,종묘,종로구,서울특별시 종로구 종로 153-2 가로판매대,37.57072067,126.9943771,2020-02-10,,10,QR
76,3412.0,세운상가,종로구,서울특별시 종로구 종로 152,37.5703125,126.994545,2020-02-11,,15,QR
77,3413.0,종로플레이스,종로구,서울특별시 종로구 창경궁로 120 종로플레이스,37.57320023,126.997963,2020-02-04,,22,QR
78,3414.0,종로5가역 4번출구,종로구,서울특별시 종로구 종로5가 79-2,37.57117462,127.0022278,2020-02-11,,10,QR
79,3415.0,동대문역6번출구,종로구,서울특별시 종로구 종로 302 1호선 동대문역,37.57146072,127.010788,2020-02-26,,15,QR
80,3416.0,동묘앞역 6번출구,종로구,서울특별시 종로구 창신동 397-6,37.5715332,127.0156174,2020-02-04,,15,QR
81,3417.0,창신3동주민센터,종로구,서울특별시 종로구 창신동 23-825,37.57772446,127.0152512,2020-02-03,,12,QR
82,3418.0,창신역2번 출구,종로구,서울특별시 종로구 창신동 1-105,37.57998657,127.0150604,2020-02-03,,10,QR
83,3419.0,국립어린이과학관,종로구,서울특별시 종로구 와룡동 2-85,37.58194733,126.9973679,2020-02-10,,14,QR
84,3420.0, 성균관대입구사거리,종로구,서울특별시 종로구 명륜2가 197-4,37.58327484,126.9988556,2020-02-04,,10,QR
85,3421.0,혜화역 1번출구,종로구,서울특별시 종로구 대학로 144 중원빌딩,37.58385468,127.0018539,2020-02-04,,10,QR
86,3422.0,성균관대 정문,종로구,서울특별시 종로구 명륜2가 133,37.58479691,126.9971314,2020-02-04,,23,QR
87,3423.0,현대그룹(본사),종로구,서울특별시 종로구 연지동 1-38,37.57583618,127.0006943,2020-02-04,,20,QR
88,3425.0,광화문 풍림스페이스본 1단지앞,종로구,서울특별시 종로구 사직동 9-2,37.57529068,126.968956,2020-05-04,,7,QR
89,3426.0,독립문역 2번출구 뒤,종로구,서울특별시 종로구 무악동 32-3,37.57501602,126.9575501,2020-02-11,,10,QR
90,3427.0,인왕산 아이파크 정문,종로구,서울특별시 종로구 무악동 60-5,37.57666779,126.9558487,2020-02-13,,8,QR
91,3428.0,서울미술관,종로구,서울특별시 종로구 부암동 202-1,37.59512711,126.9634934,2020-02-13,,10,QR
92,3429.0,HW컨벤션센터 앞,종로구,서울특별시 종로구 부암동 134-2,37.59725952,126.963089,2020-02-13,,10,QR
93,3430.0,구기치안센터 앞,종로구,서울특별시 종로구 비봉길 12,37.60950089,126.9566803,2020-02-13,,8,QR
94,3431.0,로제우스 레포츠센터,종로구,서울특별시 종로구 구기동 110-22,37.60760117,126.9576874,2020-02-13,,10,QR
95,3432.0,종로2가 사거리,종로구,서울특별시 종로구 종로 98 와이.비.엠 종로빌딩,37.57001877,126.9888077,2020-02-10,,15,QR
96,4703.0, 쌍용아파트2단지 정문,종로구,서울특별시 종로구 낙산길198(창신3동),37.58131409,127.0126801,2020-09-21,,8,QR
97,4707.0, 청계3가 사거리,종로구,서울특별시 종로구 관수동91-1,37.56855774,126.9921188,2020-09-22,,5,QR
98,4708.0, 조계사앞사거리,종로구,서울특별시 종로구 삼봉로95(견지동110),37.5721817,126.9828339,2020-09-22,,6,QR
99,4710.0, 자교교회 앞,종로구,서울특별시 종로구 자하문로 56 자교교회,37.58114624,126.9712372,2020-11-05,,8,QR
100,4711.0, 올림픽기념 국민생활관 로터리,종로구,서울특별시 종로구 혜화로 50,37.58983612,126.9993439,2020-09-10,,10,QR
101,4705.0, 웰니스센터(민방위교육장 앞),종로구,서울특별시 종로구 운니동 98-7,37.57752991,126.9891281,2020-12-22,,6,QR
102,4709.0, 천지인 오피스텔 앞,종로구,서울특별시 종로구 평창동 290-15,37.60469818,126.9645157,2021-02-02,,5,QR
103,4713.0, 현대 뜨레비앙 아파트 앞,종로구,서울특별시 종로구 돈화문로11가길 59,37.57528305,126.9906235,2021-02-02,,7,QR
104,4715.0, 돈의문 박물관 마을,종로구,서울특별시 종로구 새문안로 39-1 동서한의원,37.56883621,126.9695511,2021-08-18,,15,QR
105,4718.0, 광화문역 6번출구 옆 A,종로구,서울특별시 종로구 세종로 208,37.56993103,126.9764328,2022-06-07,,10,QR
106,4719.0, 종로문화원 건너편,종로구,서울특별시 종로구 중학동 10-3,37.57571411,126.9805069,2022-06-24,,15,QR
107,300.0, 정동사거리,중구,서울특별시 중구 정동길 2-1 정동사거리,37.56805038,126.9692307,2015-10-07,7,6,QR
108,310.0, 청계광장 옆,중구,서울특별시 중구 세종대로 136 청계광장 옆,37.56887817,126.9774704,2015-10-07,13,8,QR
109,318.0, 광교사거리 남측,중구,서울특별시 중구 남대문로 125 DGB금융센터,37.56863403,126.9823151,2015-10-07,10,10,QR
110,320.0, 을지로입구역 4번출구 앞,중구,서울특별시 중구 을지로 55 명동금융센터 앞,37.56622314,126.9835892,2015-10-07,20,17,QR
111,321.0, KEB 하나금융그룹 명동사옥 옆,중구,서울특별시 중구 을지로 66 한국외환은행 본점 앞,37.56546402,126.9841385,2015-10-07,,15,QR
112,322.0, 명동성당 앞,중구,서울특별시 중구 명동길 74 명동성당 앞,37.56447601,126.986969,2015-10-07,10,10,QR
113,324.0, 신세계백화점 본점 앞,중구,서울특별시 중구 충무로1가 53-6,37.56143188,126.9806976,2015-10-07,10,8,QR
114,331.0, 을지로2가 사거리 북측,중구,서울특별시 중구 을지로 79 을지로2가 사거리 북측,37.56638336,126.9872055,2015-10-07,10,10,QR
115,332.0, 을지로2가 사거리 남측,중구,서울특별시 중구 을지로 100 을지로2가 사거리 남측,37.56599045,126.987793,2015-10-07,5,5,QR
116,336.0, 충무로역 6번출구 앞,중구,서울특별시 중구 퇴계로 214 충무로역 3.4호선,37.56144714,126.9931107,2015-10-07,10,8,QR
117,346.0, 맥스타일 앞,중구,서울특별시 중구 마장로 3 맥스타일,37.56918335,127.0098801,2015-10-07,10,10,QR
118,347.0, 동대문역사문화공원역 9번출구 앞,중구,서울특별시 중구 장충단로 지하230 동대문역사문화공원역 9번출구 앞,37.56533051,127.007843,2015-10-07,18,18,QR
119,370.0, 시청역(2호선) 9번출구 뒤,중구,서울특별시 중구 서소문로 지하127 시청역(2호선) 9번출구 뒤,37.56322861,126.9748383,2016-06-15,,24,QR
120,371.0, 동대입구역 6번출구 뒤,중구,서울특별시 중구 동호로 지하256 동대입구역 6번출구 뒤,37.55887222,127.0055389,2016-06-15,10,10,QR
121,372.0, 약수역 3번출구 뒤,중구,서울특별시 중구 다산로 지하122 약수역 4번출구 뒤,37.55429459,127.0112,2016-06-15,10,,LCD
122,374.0, 청구역 2번출구 앞,중구,서울특별시 중구 청구로 77 청구역 5.6호선,37.5604744,127.0140762,2016-06-15,12,,LCD
123,379.0, 서울역9번출구,중구,서울특별시 중구 세종대로 지하2 서울역9번출구,37.55599976,126.9733582,2016-06-15,7,,LCD
124,380.0, CJ제일제당 앞,중구,서울특별시 중구 동호로 330 CJ제일제당 앞,37.56386566,127.0027466,2016-06-15,8,,LCD
125,381.0, 장충체육관,중구,서울특별시 중구 장충동2가 200-99 장충체육관,37.55853271,127.0069885,2016-06-15,15,,LCD
126,382.0, 약수역 10번출구 앞,중구,서울특별시 중구 신당동 357-1 약수역 10번출구 앞,37.55519867,127.0100479,2016-06-15,7,,LCD
127,383.0, 신당역 12번 출구 뒤,중구,서울특별시 중구 신당동 99 신당역 5번 출구,37.5658493,127.0164032,2016-06-15,22,,LCD
128,384.0, 종로학원본원,중구,서울특별시 중구 청파로 456 종로학원본원 앞,37.55978012,126.9685059,2016-06-15,10,,LCD
129,387.0, 훈련원공원주차장 앞,중구,서울특별시 중구 을지로 227 훈련원공원주차장 앞,37.56699371,127.0034638,2016-07-06,10,,LCD
130,389.0, 을지로4가역 1번출구,중구,서울특별시 중구 을지로 지하 178 을지로4가역 1번출구,37.5667305,126.9966049,2017-08-03,10,,LCD
131,390.0, 충무로역 1번출구,중구,서울특별시 중구 퇴계로 212 충무로역 1번출구,37.56138992,126.9953537,2017-08-03,12,,LCD
132,391.0, 시립미술관,중구,서울특별시 중구 덕수궁길 61 서울시립미술관,37.56505203,126.9734039,2017-09-04,,8,QR
133,398.0, 을지로3가역 3번출구,중구,서울특별시 중구 을지로 지하 129 을지로3가역 3번출구,37.56655884,126.9924393,2018-10-26,8,,LCD
134,399.0, 서울역 센트럴 자이아파트,중구,서울특별시 중구 만리재로 175 서울역 센트럴 자이아파트,37.55410767,126.9654083,2018-10-12,15,,LCD
135,428.0, 명보사거리,중구,서울특별시 중구 을지로 지하 129 명보사거리,37.56439972,126.9914322,2018-10-22,10,,LCD
136,429.0, 송도병원,중구,서울특별시 중구 다산로 59-1 송도병원,37.54988861,127.0073471,2018-10-22,8,,LCD
137,430.0, 장충동먹자골목 앞,중구,서울특별시 중구 장충단로 192 KEB하나은행 장충동지점,37.56207275,127.0063171,2018-11-02,6,,LCD
138,431.0, 청계천 영도교,중구,서울특별시 중구 청계천로 400 롯데캐슬베네치아,37.5710144,127.0197449,2018-10-23,,25,QR
139,433.0, 을지로입구역 2번출구,중구,서울특별시 중구 을지로 지하 42 을지로입구역 1번출구,37.56634521,126.9822922,2018-12-14,12,,LCD
140,434.0, 신당 래미안 버스정류장,중구,서울특별시 중구 퇴계로90길 74 신당 레미안 버스정류장 (112동 인근),37.56148911,127.0239334,2018-12-06,10,,LCD
141,435.0, SK 남산빌딩,중구,서울특별시 중구 퇴계로 33 SK 남산빌딩,37.55686188,126.9756165,2018-12-06,10,,LCD
142,826.0, 서울역 서부교차로2,중구,서울특별시 중구 퇴계로 33 서울역 서부교차로2,37.55536652,126.9686432,2017-08-03,20,,LCD
143,441.0,염천교사거리,중구,서울특별시 중구 칠패로 5 서소문공원,37.55989075,126.9714966,2020-01-31,,15,QR
144,442.0,서울역 서부,중구,서울특별시 중구 퇴계로 33 서울로7017편의시설,37.55641556,126.9691925,2020-02-03,,13,QR
145,443.0,호암아트홀,중구,서울특별시 중구 세종대로7길 57-1 구두수선대207 호암아트홀,37.5621109,126.9707184,2020-01-31,,9,QR
146,445.0,대한상공회의소,중구,서울특별시 중구 세종대로 39 대한서울상공회의소,37.56015396,126.9741058,2020-01-31,,15,QR
147,466.0,롯데호텔,중구,서울특별시 중구 을지로 30 롯데호텔,37.56584167,126.9798126,2020-02-28,,13,QR
148,467.0,한국은행,중구,서울특별시 중구 남대문로3가 110-8,37.5622139,126.9808655,2020-01-31,,11,QR
149,468.0,웨스틴 조선호텔,중구,서울특별시 중구 소공로 106 서울 웨스틴조선호텔,37.56415939,126.9794846,2020-01-31,,10,QR
150,469.0,회현역 1번출구,중구,서울특별시 중구 퇴계로 72 리더스뷰남산,37.5592308,126.9801407,2020-01-31,,11,QR
151,470.0,회현역 7번출구,중구,서울특별시 중구 회현동1가 23-1,37.55974579,126.9800034,2020-01-31,,13,QR
152,471.0,회현사거리 남측,중구,서울특별시 중구 퇴계로 100 스테이트타워 남산,37.56035995,126.9826508,2020-01-31,,10,QR
153,472.0,삼일교(시그니쳐 타워),중구,서울특별시 중구 수표동 99-1,37.56787109,126.9884033,2020-01-30,,12,QR
154,473.0,을지로4가역 9번출구,중구,서울특별시 중구 을지로 170,37.56605148,126.9979858,2020-03-01,,20,QR
155,474.0,동대문역사문화공원역 1번출구 뒤편,중구,서울특별시 중구 을지로7가 143,37.56629944,127.0084915,2020-01-29,,40,QR
156,475.0,DDP 패션몰,중구,서울특별시 중구 신당동 853,37.56764984,127.0118103,2020-01-29,,21,QR
157,476.0,광희문,중구,서울특별시 중구 광희동2가 105-32,37.56443024,127.0099564,2020-01-29,,10,QR
158,477.0,앰배서더 호텔 주변,중구,서울특별시 중구 장충동2가 191-65,37.55928802,127.0026856,2020-01-30,,10,QR
159,479.0,동대입구역 3번 출구,중구,서울특별시 중구 장충동2가 199-4,37.55937576,127.0060272,2020-01-30,,10,QR
160,480.0,약수역 6번 출구,중구,서울특별시 중구 다산로 122 약수역 3호선,37.55432129,127.010704,2020-01-30,,8,QR
161,481.0,신당역 10번 출구,중구,서울특별시 중구 다산로 269 광희초등학교,37.56703186,127.0157929,2020-01-29,,16,QR
162,483.0,남산타운아파트 버스정류장,중구,서울특별시 중구 다산로 32 남산타운,37.54758453,127.0064392,2020-01-29,,12,QR
163,484.0,도동삼거리,중구,서울특별시 중구 남창동 205-4,37.55614853,126.9774246,2020-02-13,,12,QR
164,485.0,서울역5번출구,중구,서울특별시 중구 세종대로 2 서울역 1호선,37.55677032,126.9731979,2020-02-03,,10,QR
165,4752.0, 삼성사이버빌리지아파트,중구,서울특별시 중구 중림로 10 중림동 삼성 사이버 빌리지,37.55891418,126.964859,2021-02-02,,7,QR
166,4753.0, 시청역 10번출구,중구,서울특별시 중구 서소문로 103,37.56284332,126.9726181,2020-11-03,,10,QR
167,4760.0, 서울역 7번출구,중구,서울특별시 중구 남대문로5가 84-11,37.55664444,126.9736404,2020-10-26,,10,QR
168,4761.0, 중부경찰서앞사거리 건너편,중구,서울특별시 중구 초동 107-12,37.56474304,126.9909515,2020-10-19,,10,QR
169,4762.0, 국제빌딩,중구,서울특별시 중구 남대문로 109,37.56693268,126.9825821,2020-09-23,,10,QR
170,4765.0, 동대문디자인플라자,중구,서울특별시 중구 을지로6가 18-169,37.5683136,127.0094605,2020-10-19,,20,QR
171,4766.0, 서소문성지역사박물관,중구,서울특별시 중구 중림동 373,37.56024551,126.9687805,2020-10-05,,23,QR
172,4768.0, 서울도시건축전시관,중구,서울특별시 중구 태평로1가 60-20,37.5670166,126.9768372,2021-03-18,,12,QR
173,4772.0, 중앙일보,중구,서울특별시 중구 서소문동58-6,37.56253433,126.972496,2020-10-05,,10,QR
174,4774.0, 을지로입구역 8번출구,중구,서울특별시 중구 을지로1가 140-1,37.56590271,126.981781,2020-09-23,,9,QR
175,4775.0, 을지로지하쇼핑센터,중구,서울특별시 중구 을지로 66 하나금융그룹 명동사옥,37.56589127,126.9844513,2020-09-24,,10,QR
176,3013.0,서울지방고용노동청 앞,중구,서울특별시 중구 삼일대로 363 장교빌딩,37.56760406,126.9872589,2020-10-29,,10,QR
177,4776.0, 신세계면세점,중구,서울특별시 중구 충무로1가 54-2,37.56027603,126.9813919,2020-10-19,,10,QR
178,4777.0, 약수동 주민센터,중구,서울특별시 중구 다산로96,37.55281448,127.0091934,2021-05-17,,8,QR
179,4778.0, 대신파이낸스센터,중구,서울특별시 중구 삼일대로 343-1 가로판매대38,37.56520844,126.9873962,2020-10-19,,10,QR
180,4781.0, 브라운스위트레지던스,중구,서울특별시 중구 중립동 340-1,37.56147003,126.9680176,2020-10-05,,10,QR
181,4782.0, 서소문역사공원,중구,서울특별시 중구 의주로2가 16-6,37.56157303,126.9684906,2020-10-05,,10,QR
182,4784.0, 중부경찰서앞 사거리,중구,서울특별시 중구 저동2가 22-1,37.56459045,126.9907684,2020-10-19,,10,QR
183,4785.0, 롯데시티호텔,중구,서울특별시 중구 장교동 74,37.56689835,126.9877396,2020-10-19,,8,QR
184,4791.0, 명동역9번 출구,중구,서울특별시 중구 퇴계로 135-14 구두수선대124,37.56122589,126.9874954,2020-10-19,,10,QR
185,4792.0, 퇴계로4가 교차로(중구청),중구,서울특별시 중구 퇴계로 235 남산 센트럴 자이,37.5625267,126.9983139,2021-02-02,,10,QR
186,4793.0, 동대문역사문화공원역 5번출구,중구,서울특별시 중구 광희동 1가 202-5,37.56430817,127.0064774,2021-02-02,,10,QR
187,4794.0, 서울역 서부교차로(3),중구,서울특별시 중구 중구 한강대로 405,37.55540848,126.9694214,2021-04-13,,8,QR
188,4796.0, 부산은행,중구,서울특별시 중구 무교로 6,37.5664711,126.9792557,2021-03-09,,10,QR
189,4797.0, KG타워 앞,중구,서울특별시 중구 통일로 92 케이지타워,37.56339645,126.9689407,2021-06-01,,13,QR
190,4798.0, 황학동롯데캐슬,중구,서울특별시 중구 중구 청계천로 400,37.57162094,127.0220413,2021-07-15,,10,QR
191,4800.0, 필동 삼거리,중구,서울특별시 중구 서애로 33 티엔에스빌딩,37.55969238,126.9964829,2022-03-07,,5,QR
192,4801.0, 충정로역 2호선(엘리베이터 앞),중구,서울특별시 중구 서소문로 18 에이원빌딩,37.55937576,126.9641419,2022-03-04,,5,QR
193,6053.0, 중부세무서 앞,중구,서울특별시 중구 남학동 12-1,37.56092453,126.9906616,2022-10-18,,5,QR
194,6054.0,청구e편한세상아파트 113동 앞,중구,신당동 44-40,37.56104279,127.0182114,2023-01-19,,5,QR
195,800.0, 목월공원 앞,용산구,서울특별시 용산구 원효로4가 109-10 목월공원 앞,37.53243256,126.9547424,2016-06-29,15,,LCD
196,802.0, 한강진역 2번 출구 앞,용산구,서울특별시 용산구 한남동 726-494 한강진역 2번 출구 앞,37.54115295,127.0022125,2016-06-29,9,,LCD
197,803.0, 한남초교 앞 보도육교,용산구,서울특별시 용산구 한남동 725-17 한남초교 앞 보도육교,37.53813934,127.004097,2016-06-29,10,,LCD
198,805.0, 문배어린이공원 앞,용산구,서울특별시 용산구 문배동 34-10 문배어린이공원 앞,37.53675842,126.9700012,2016-06-29,9,,LCD
